mfood,mlinemate,mderaumere,msibur,mmendiane,mphiras,mthystame,lfood,llinemate,lderaumere,lsibur,lmendiane,lphiras,lthystame,enemy,response
14,1,0,0,1,1,2,0,0,1,0,1,0,0,1,Take deraumere
8,1,1,2,1,0,2,1,0,0,1,1,1,1,1,Elevation
4,0,2,1,2,1,2,1,0,0,1,0,1,0,1,Take food
5,1,2,0,2,0,0,1,1,0,1,0,1,1,1,Take food
11,2,2,2,1,0,0,0,0,0,0,1,0,1,0,Elevation
5,2,2,1,2,1,0,0,0,1,0,0,1,0,0,Find food
12,1,1,2,0,1,0,1,1,0,0,1,0,0,1,Elevation
10,2,1,1,0,0,1,1,1,1,1,1,1,0,1,Elevation
14,0,0,1,0,1,2,1,0,1,1,1,1,1,1,Take deraumere
12,2,2,2,2,1,1,1,0,1,1,0,0,1,1,Elevation
2,2,2,2,0,2,2,0,0,1,1,0,1,1,1,Find food
3,1,0,1,0,2,1,1,0,0,0,0,1,1,1,Take food
12,0,1,2,1,0,2,0,0,1,1,1,1,0,1,Take phiras
14,0,2,2,0,0,2,1,1,0,1,0,0,1,1,Take linemate
10,2,0,2,1,2,2,1,1,1,1,0,0,0,1,Take deraumere
5,2,1,2,2,1,0,1,0,1,1,0,0,1,1,Take food
2,1,0,0,0,1,2,0,0,1,1,1,0,1,1,Find food
4,2,2,2,1,2,0,0,0,1,1,0,0,1,0,Find food
13,2,2,1,0,2,0,1,0,0,1,0,0,0,1,Elevation
12,0,0,2,2,2,2,0,0,1,0,0,1,1,1,Take deraumere
10,2,0,1,1,2,2,0,1,0,1,0,1,1,1,Take thystame
8,1,0,0,0,1,0,1,0,0,0,1,1,1,1,Take food
11,0,0,1,1,2,1,0,1,0,1,1,1,1,1,Take linemate
15,1,1,0,0,0,1,0,1,0,0,1,0,1,1,Fork
14,2,1,2,2,0,1,1,1,0,1,1,0,0,1,Elevation
7,2,1,0,2,0,2,1,0,0,0,0,1,0,1,Take food
9,0,2,2,2,0,0,0,0,1,0,0,0,1,1,Take thystame
12,1,2,0,1,1,2,1,0,0,0,0,1,0,1,Take food
13,0,0,1,2,0,0,0,1,0,1,0,0,1,1,Take linemate
6,2,0,1,2,1,2,0,1,1,1,1,0,1,1,Take deraumere
12,0,1,2,0,2,1,0,0,0,0,0,1,0,1,Take phiras
3,2,0,2,2,0,1,0,0,1,0,0,0,1,1,Find food
15,2,0,2,0,2,0,0,1,1,0,0,1,1,1,Take deraumere
4,0,0,1,0,1,1,1,0,0,0,0,1,1,1,Take food
1,2,1,1,1,0,0,1,1,1,1,0,1,0,1,Take food
9,2,1,0,2,2,1,1,0,1,0,1,0,1,1,Take food
9,2,0,2,2,0,2,0,0,0,0,0,1,0,1,Take phiras
12,0,1,1,2,0,1,1,0,1,1,1,1,0,1,Take food
4,0,2,2,2,1,2,0,0,1,0,1,0,0,1,Find food
1,2,2,0,0,2,1,0,0,1,0,0,1,1,1,Find food
8,1,2,0,2,2,1,1,0,0,0,0,1,0,1,Take food
13,1,1,0,2,2,0,1,1,0,0,1,1,0,1,Take food
2,1,1,1,0,2,2,0,0,0,0,1,1,0,1,Find food
11,1,1,0,0,1,1,1,0,1,0,1,1,0,1,Take food
2,1,2,1,1,2,2,1,0,0,1,1,0,1,1,Take food
14,1,0,0,2,0,0,0,0,1,1,1,1,0,1,Take deraumere
4,0,1,0,2,2,0,0,0,1,0,0,0,1,1,Find food
15,2,2,1,0,0,2,1,0,0,0,1,0,0,1,Elevation
5,2,0,1,2,1,1,0,0,1,1,0,0,0,1,Find food
