mfood,mlinemate,mderaumere,msibur,mmendiane,mphiras,mthystame,lfood,llinemate,lderaumere,lsibur,lmendiane,lphiras,lthystame,enemy,response
13,1,3,1,1,3,3,1,1,0,1,1,0,1,1,Take mendiane
12,0,0,0,1,2,0,1,0,0,0,0,1,0,1,Take food
9,1,0,3,3,2,2,0,0,0,1,1,0,1,1,Find food
14,0,2,0,1,1,1,1,1,1,0,1,0,0,1,Take linemate
4,2,0,3,0,0,0,1,1,1,1,0,1,1,1,Take food
1,0,1,1,3,3,3,1,0,0,0,0,1,1,1,Take food
7,3,0,0,1,0,2,0,1,0,0,1,1,0,1,Take mendiane
2,3,3,1,0,1,3,0,1,0,1,0,0,0,1,Find food
13,3,0,3,3,2,0,0,1,1,1,1,1,1,1,Take deraumere
14,0,0,0,0,0,2,0,0,0,0,0,1,1,1,Find food
8,1,1,3,0,3,0,1,1,0,0,1,0,1,1,Take mendiane
12,1,0,3,1,2,0,0,0,1,1,0,0,1,1,Take sibur
15,2,0,3,1,3,3,0,0,1,0,1,1,0,1,Take mendiane
8,3,0,3,1,2,2,1,0,0,0,0,1,0,1,Take food
13,0,3,2,0,0,3,1,1,1,0,0,0,1,1,Take linemate
14,3,3,1,3,3,2,0,1,1,0,0,1,1,1,Elevation
5,2,2,2,2,3,1,0,0,0,0,1,1,0,1,Find food
2,2,2,2,3,1,0,0,0,1,1,1,0,0,0,Find food
10,0,0,1,3,3,0,1,1,0,1,0,1,1,1,Take linemate
2,2,1,3,2,2,2,1,1,0,0,0,1,1,1,Take food
2,0,0,3,3,0,0,1,0,1,0,1,1,0,1,Take food
8,1,1,0,1,1,2,0,1,1,0,1,1,0,1,Take mendiane

