mfood,mlinemate,mderaumere,msibur,mmendiane,mphiras,mthystame,lfood,llinemate,lderaumere,lsibur,lmendiane,lphiras,lthystame,enemy,response
3,0,0,2,3,0,0,1,1,1,1,0,0,1,1,Take food
14,1,2,3,3,1,1,1,0,1,0,0,0,0,1,Elevation
10,2,1,0,0,0,1,1,0,1,1,1,1,1,1,Take deraumere
8,3,1,0,2,2,2,1,0,1,1,0,1,1,1,Take deraumere
15,3,0,0,1,1,2,1,1,0,1,1,0,1,1,Take sibur
5,3,3,3,3,1,3,1,0,1,0,0,0,1,1,Take food
10,1,3,2,2,1,2,1,1,1,1,1,0,0,1,Take sibur
3,2,0,1,1,3,2,1,0,0,1,1,1,1,1,Take food
11,0,0,0,2,0,3,1,0,1,1,0,1,1,1,Take deraumere
6,0,3,1,0,2,1,1,1,0,1,0,1,1,1,Take linemate
8,1,2,3,1,2,0,1,1,0,1,0,0,1,1,Elevation
12,2,1,3,2,2,1,0,1,1,1,0,0,0,1,Take deraumere
7,3,3,0,0,0,0,0,0,0,1,1,0,0,1,Take sibur
4,2,3,3,3,0,2,1,1,1,0,1,1,0,1,Take food
13,3,3,0,2,2,0,1,0,1,0,0,1,1,1,Take food
3,3,0,2,1,3,3,0,0,0,1,1,0,0,1,Find food
13,2,0,2,2,3,3,1,0,0,1,1,0,1,1,Take sibur
15,2,1,0,2,3,2,1,0,1,0,0,1,1,1,Take deraumere
11,3,0,2,3,3,0,1,1,1,0,1,0,1,1,Take deraumere
9,1,1,0,0,3,0,0,1,0,1,1,1,0,1,Take sibur
12,0,3,2,1,1,1,1,1,1,1,1,0,1,1,Take linemate
6,1,3,2,3,2,0,1,0,1,0,1,0,0,1,Take food
8,2,0,3,3,3,0,0,1,1,0,1,1,0,1,Take deraumere
7,1,2,1,1,2,3,1,0,1,0,1,0,0,1,Take food
12,0,0,2,3,2,3,1,1,1,0,0,1,1,1,Take linemate
15,3,2,0,1,2,2,0,1,0,0,0,1,1,1,Find food
7,2,3,3,0,1,2,0,0,1,1,1,1,0,1,Elevation
5,0,0,2,0,3,1,1,0,0,0,1,1,0,1,Take food
4,2,1,0,2,3,1,0,1,1,0,0,1,1,1,Find food
2,0,1,3,1,1,1,1,1,1,0,1,0,1,1,Take food
9,3,0,3,1,3,2,1,1,0,1,0,0,1,1,Take food
7,1,1,3,0,2,2,1,0,1,0,1,1,1,1,Take deraumere
15,1,1,2,3,2,0,0,1,1,1,1,1,1,1,Take deraumere
13,0,2,0,2,1,3,0,0,0,1,1,1,0,1,Take sibur
9,1,2,0,1,3,2,1,0,1,0,0,1,0,1,Take food
2,3,2,2,2,1,0,1,1,0,1,1,0,1,1,Take food
12,0,3,3,2,1,1,0,1,1,0,0,1,0,1,Take linemate
4,1,0,2,0,1,1,0,1,1,0,1,0,0,1,Find food
13,3,3,0,0,0,1,0,1,1,0,0,0,0,1,Find food
2,1,3,0,2,0,0,1,1,1,1,0,1,1,1,Take food
12,0,1,3,1,2,3,1,1,1,0,0,1,1,1,Take linemate
13,1,2,3,2,2,1,0,1,0,1,0,0,1,1,Elevation
2,3,2,3,3,2,2,1,1,0,0,0,1,1,1,Take food
12,3,1,0,2,2,1,1,0,1,1,0,1,1,1,Take deraumere
8,3,1,0,1,2,2,1,0,0,0,1,1,1,1,Take food
14,0,2,2,0,0,0,0,0,0,0,1,1,1,1,Take phiras
4,3,3,2,0,3,1,1,1,0,0,1,1,0,1,Take food
13,2,3,0,3,0,0,0,1,1,0,1,1,0,1,Take phiras
3,3,1,1,2,2,0,0,0,1,1,0,0,0,1,Find food
13,2,0,0,1,2,0,1,1,1,1,0,0,0,1,Take deraumere
6,2,2,2,3,3,3,1,0,1,0,0,0,0,1,Take food
14,0,3,2,1,1,1,1,1,1,1,0,1,1,1,Take linemate
7,2,3,0,3,3,3,1,1,0,1,1,1,0,1,Take sibur
5,1,1,0,0,0,0,1,0,1,0,1,1,1,1,Take food
3,3,3,1,3,3,0,1,0,0,0,1,1,1,1,Take food
13,3,2,0,0,2,3,1,1,0,0,0,1,1,1,Take food
13,0,0,2,2,0,3,0,1,0,1,0,1,0,0,Take linemate
5,0,2,2,1,3,1,0,1,0,0,0,1,0,1,Find food
9,2,1,0,1,0,0,1,0,0,1,0,1,0,1,Take sibur
13,1,0,3,0,1,0,1,0,1,0,0,1,1,1,Take deraumere
10,1,1,3,3,0,0,0,1,0,1,0,1,0,1,Take phiras
6,2,3,0,1,1,1,0,0,0,1,0,1,1,1,Take sibur
13,3,2,2,2,2,1,0,1,0,1,0,0,1,1,Take sibur
2,1,2,2,0,0,3,1,1,0,0,0,0,0,1,Take food
11,0,3,1,1,2,3,0,1,0,1,0,1,1,1,Take linemate
9,0,1,2,2,2,2,1,0,1,1,1,1,1,1,Take deraumere
7,1,2,2,0,2,1,1,1,1,1,0,1,0,1,Take sibur
3,0,2,1,2,1,1,0,0,1,1,1,1,0,1,Find food
9,0,0,1,1,0,1,0,0,0,1,1,0,1,1,Take sibur
3,0,0,0,2,1,1,0,1,1,0,1,1,0,1,Find food
12,2,3,2,1,1,1,0,1,0,1,0,0,1,1,Take sibur
8,2,2,0,1,3,2,1,0,1,1,1,1,1,1,Take sibur
14,3,1,2,0,2,1,0,1,0,0,0,0,0,1,Find food
11,3,1,2,1,0,3,0,0,1,0,1,0,0,1,Take deraumere
6,3,1,1,2,2,2,0,1,0,1,0,1,1,1,Take sibur
7,3,1,0,1,3,2,0,0,1,1,0,1,0,1,Take deraumere
2,0,0,0,2,3,2,0,0,1,1,0,0,0,1,Find food
2,1,3,2,0,0,2,1,1,0,0,0,0,0,1,Take food
1,1,0,2,2,2,3,1,0,0,1,1,1,0,1,Take food
4,1,0,3,3,3,2,0,1,1,1,0,1,0,1,Find food
4,1,1,1,3,3,1,1,1,0,0,0,1,1,1,Take food
10,0,1,2,1,2,1,0,1,0,1,1,0,0,1,Take linemate
7,3,0,2,3,3,2,1,0,0,0,1,0,0,1,Take food
15,3,2,1,2,1,1,0,1,1,1,1,0,0,1,Take sibur
12,0,2,2,3,0,3,1,0,1,0,0,1,0,1,Take phiras
15,0,3,3,1,1,1,1,0,1,1,0,1,0,1,Take food
2,3,2,0,1,1,1,1,1,1,0,0,0,1,1,Take food
4,0,3,2,2,3,0,0,0,0,1,0,1,0,1,Find food
13,1,3,3,3,2,1,0,0,1,1,0,0,1,1,Elevation
15,3,2,3,2,3,2,0,1,0,0,0,0,0,1,Elevation
15,2,1,2,0,3,1,0,0,0,0,1,1,0,1,Find food
7,3,2,0,2,1,3,1,1,1,1,0,1,1,1,Take sibur
15,2,1,2,1,0,3,1,1,0,0,1,0,1,1,Take food
4,2,0,2,1,0,3,0,1,0,0,1,1,1,1,Find food
4,0,2,0,2,3,0,1,0,0,1,0,0,1,1,Take food
1,2,0,1,0,3,2,0,0,0,0,1,1,0,1,Find food
7,3,2,1,2,2,3,0,0,0,0,1,0,1,1,Find food
7,1,0,3,2,3,1,1,1,0,1,0,1,0,1,Take food
8,1,2,1,0,1,0,0,0,1,1,0,0,1,1,Take sibur
10,3,2,3,3,1,1,0,0,0,1,0,0,0,1,Elevation
11,0,2,0,3,1,2,0,0,0,0,1,1,1,1,Find food
7,3,1,1,3,1,2,1,1,1,1,0,1,1,1,Take deraumere
12,0,1,3,0,2,2,0,1,0,0,1,1,1,1,Take linemate
14,0,0,2,1,3,2,0,1,1,0,1,1,1,1,Take linemate
11,0,2,2,1,2,2,0,1,1,1,1,1,1,1,Take linemate
1,0,2,1,1,2,2,0,1,1,0,0,1,0,1,Find food
13,3,2,1,2,2,0,0,0,0,0,0,0,1,1,Find food
9,0,2,3,1,0,3,1,0,1,0,1,1,1,1,Take phiras
10,1,1,0,0,2,0,0,1,0,1,0,1,0,1,Take sibur
2,1,0,0,2,0,3,0,0,1,1,0,1,0,1,Find food
1,1,1,2,0,2,1,1,0,0,1,0,0,0,1,Take food
5,3,0,1,1,2,2,0,1,1,1,0,1,0,1,Find food
15,1,3,0,3,1,3,1,1,0,1,1,0,1,1,Take sibur
14,3,0,2,1,3,1,0,0,0,0,1,0,0,1,Find food
7,0,0,1,1,0,1,1,1,0,1,0,0,0,1,Take linemate
7,1,0,0,0,2,0,0,1,0,1,0,0,0,1,Take sibur
9,2,3,3,2,2,2,1,1,1,0,1,1,1,1,Elevation
3,1,1,0,0,0,3,0,0,1,1,0,1,0,1,Find food
3,1,1,2,0,2,1,1,0,1,0,1,1,0,1,Take food
9,1,0,0,1,1,1,1,0,1,1,0,1,1,1,Take deraumere
7,1,1,0,3,0,1,0,1,1,1,1,0,0,1,Take deraumere
11,1,1,0,1,0,1,0,1,0,0,1,1,1,1,Take phiras
11,0,1,2,3,1,1,0,0,0,0,0,0,0,1,Find food
5,1,0,2,2,1,1,1,0,1,1,0,1,1,1,Take food
15,2,2,3,3,0,2,1,0,1,1,1,1,1,1,Take phiras
9,3,3,2,0,1,1,1,0,1,1,1,1,0,1,Take sibur
14,3,1,3,2,3,1,0,0,1,1,0,0,0,1,Take deraumere
7,3,0,0,3,3,2,0,0,1,0,1,1,0,1,Take deraumere
9,2,2,2,0,0,2,0,0,0,0,0,0,1,1,Find food
9,1,3,1,2,2,0,1,1,0,1,0,0,0,1,Take sibur
3,1,2,2,3,1,0,1,1,0,1,0,0,0,1,Take food
10,1,0,2,1,2,0,1,1,1,0,0,1,1,1,Take deraumere
8,1,0,3,3,3,0,1,0,1,0,0,1,1,1,Take deraumere
14,1,3,2,0,0,2,1,1,1,0,1,1,0,1,Take phiras
11,0,0,2,0,0,3,0,0,0,1,0,0,1,1,Take sibur
3,1,2,3,0,1,0,0,1,0,1,1,0,0,1,Find food
2,2,1,1,3,0,3,0,1,1,0,0,1,1,1,Find food
3,0,0,2,2,3,3,1,1,0,0,0,1,1,1,Take food
4,1,1,1,0,3,0,0,0,0,1,1,1,0,1,Find food
13,0,3,1,1,1,3,1,0,0,0,0,1,1,1,Take food
15,0,0,0,0,2,0,0,0,1,0,0,1,0,0,Take deraumere
3,0,3,2,3,2,2,0,1,1,0,1,0,0,1,Find food
4,3,3,3,2,3,2,0,0,0,0,0,0,1,1,Find food
10,0,3,0,2,1,3,1,0,1,1,0,1,1,1,Take sibur
9,2,2,2,1,2,2,0,0,0,0,1,1,0,1,Find food
10,0,1,2,3,3,3,1,1,0,0,1,1,1,1,Take linemate
15,0,3,1,3,2,0,0,0,1,0,0,0,1,1,Find food
3,0,2,1,2,1,0,1,1,1,1,1,0,0,1,Take food
11,2,3,3,3,3,2,0,0,1,0,0,1,1,1,Elevation
7,1,1,0,3,3,0,1,0,1,0,0,0,0,1,Take deraumere
2,3,3,2,3,1,2,0,1,1,1,1,0,0,1,Find food
15,1,2,3,3,2,1,0,1,1,1,1,1,1,1,Elevation
11,3,1,3,0,0,2,1,0,1,1,0,0,0,1,Take deraumere
9,3,2,3,3,0,0,0,0,1,0,0,0,1,1,Find food
11,1,3,3,2,1,0,0,0,0,0,0,1,0,1,Elevation
3,3,1,3,2,2,3,0,0,1,1,1,0,1,1,Find food
7,2,1,0,1,1,3,0,0,0,0,0,1,1,1,Find food
1,2,2,3,2,1,0,1,0,0,1,1,1,0,1,Take food
1,2,2,2,0,2,3,1,1,0,1,1,0,1,1,Take food
10,3,0,3,1,3,0,0,0,1,0,1,1,0,1,Take deraumere
15,3,0,3,0,1,2,0,0,0,1,1,1,0,1,Find food
9,0,1,3,2,1,2,0,0,0,1,1,0,1,1,Find food
15,1,3,0,0,0,3,0,1,0,0,1,1,1,1,Take phiras
9,1,0,0,2,0,0,0,1,0,0,1,0,1,1,Find food
10,0,0,1,3,0,0,1,0,1,0,1,1,0,1,Take deraumere
8,2,3,3,3,0,3,1,1,1,1,0,0,0,1,Take food
13,2,3,1,0,2,0,1,1,0,1,1,0,0,1,Take sibur
7,1,3,2,0,1,1,0,0,0,0,0,1,1,1,Find food
3,2,3,0,3,3,3,0,0,1,1,0,0,0,1,Find food
10,0,1,0,2,3,3,1,1,0,0,1,0,0,1,Take linemate
11,0,3,2,3,1,0,0,0,0,0,1,1,1,1,Find food
15,0,3,2,2,3,3,0,0,0,1,1,0,1,1,Take sibur
1,1,3,1,0,0,3,1,1,0,0,0,0,1,1,Take food
2,2,3,0,0,1,0,0,1,0,0,1,1,0,1,Find food
6,1,0,3,2,2,1,0,0,0,1,1,1,0,1,Find food
6,1,3,1,1,2,3,0,1,0,0,1,1,0,1,Find food
2,0,3,0,3,1,2,1,1,1,0,0,0,1,1,Take food
1,0,1,1,3,2,0,0,1,0,1,0,1,1,1,Find food
5,0,2,2,0,1,2,0,1,1,1,0,0,0,1,Find food
5,2,3,0,1,2,2,1,1,0,0,0,1,0,1,Take food
15,2,0,1,1,3,1,1,0,1,0,1,1,1,1,Take deraumere
15,0,1,2,0,3,0,1,0,0,0,0,1,0,1,Take food
2,3,2,1,1,2,2,0,0,1,0,1,0,1,1,Find food
5,3,0,3,0,0,1,1,1,0,1,0,1,0,1,Take food
3,0,3,0,2,1,2,0,1,0,0,0,1,1,1,Find food
6,0,0,0,3,1,1,1,0,0,0,0,0,0,1,Take food
3,0,2,2,2,1,0,0,0,0,0,0,0,0,1,Find food
5,2,2,2,0,2,2,1,0,0,0,0,0,0,0,Take food
5,2,2,3,0,1,3,1,1,1,0,0,0,0,1,Take food
2,2,0,1,1,0,3,0,0,1,0,0,0,1,1,Find food
12,0,3,0,0,0,2,0,1,0,1,0,0,0,1,Take linemate
12,2,3,1,1,3,2,1,0,0,1,1,0,1,1,Take sibur
2,2,2,1,1,2,1,0,0,0,1,1,1,1,1,Find food
15,2,1,0,1,1,1,1,0,1,0,0,1,1,1,Take deraumere
1,0,3,3,2,1,1,0,1,0,0,1,1,1,1,Find food
2,1,3,2,3,1,1,1,0,1,0,1,1,0,1,Take food
11,2,2,3,2,2,3,1,0,0,1,0,1,1,1,Elevation
12,3,3,2,0,0,2,0,0,1,1,0,1,0,1,Take sibur
14,3,2,2,1,2,1,0,1,1,1,1,1,0,1,Take sibur
7,3,3,0,3,2,2,0,0,0,1,0,1,1,1,Take sibur
15,3,1,2,3,3,2,0,1,0,1,0,0,0,1,Take sibur
1,1,3,1,2,2,0,1,0,0,0,1,0,0,0,Take food
3,0,2,3,3,3,0,1,1,0,1,0,1,0,1,Take food
10,2,0,3,0,2,1,1,1,1,0,1,1,0,1,Take deraumere
7,3,1,0,3,2,0,1,0,0,0,0,0,1,1,Take food
10,1,3,3,3,3,3,0,1,1,0,1,1,0,1,Elevation
14,0,1,2,2,2,1,0,1,0,1,0,1,1,1,Take linemate
7,3,3,0,2,2,3,0,1,1,0,1,1,0,1,Find food
4,3,2,1,3,1,3,1,0,0,0,0,1,1,1,Take food
3,3,3,0,0,1,1,1,1,0,0,1,1,0,1,Take food
10,3,0,2,3,1,2,0,0,1,0,1,0,0,1,Take deraumere
15,2,2,2,1,3,1,1,1,0,1,1,0,0,1,Take sibur
5,1,1,3,1,0,3,0,0,0,0,1,0,0,1,Find food
6,0,3,1,0,0,1,0,1,1,0,0,1,1,1,Take linemate
7,0,1,0,0,2,0,1,0,1,0,0,1,1,1,Take deraumere
1,2,0,3,2,1,3,0,1,1,0,1,1,1,1,Find food
9,0,1,1,1,3,1,0,1,0,0,1,0,1,1,Take linemate
6,0,0,2,3,2,1,1,0,0,0,0,1,0,1,Take food
5,0,3,3,1,3,3,0,0,0,0,1,0,0,1,Find food
6,1,0,0,0,2,2,0,0,1,1,0,1,0,1,Take deraumere
15,1,3,3,0,2,1,0,1,1,0,1,1,0,1,Elevation
4,1,3,0,1,3,1,0,1,1,1,1,0,1,1,Find food
1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Find food
9,2,2,0,1,3,1,1,0,0,1,0,0,0,1,Take sibur
13,1,2,2,1,2,2,0,0,0,1,1,1,1,1,Take sibur
13,3,3,1,2,1,0,0,1,1,0,1,1,0,1,Find food
1,0,2,1,1,2,0,0,0,1,1,0,0,0,1,Find food
13,2,1,3,1,3,2,1,1,1,1,0,0,1,1,Take deraumere
3,3,2,3,1,0,1,1,1,0,0,1,0,0,1,Take food
8,0,2,3,3,3,1,0,1,0,0,0,0,0,1,Take linemate
2,1,2,1,2,2,2,0,1,0,1,0,0,1,1,Find food
2,3,2,1,1,1,2,1,0,0,0,1,0,0,1,Take food
6,3,2,1,0,0,3,1,1,1,0,1,0,0,1,Take food
14,2,3,2,2,3,3,0,1,1,1,0,1,1,1,Take sibur
9,3,0,3,3,3,0,0,1,0,1,1,1,0,1,Find food
6,0,0,3,3,0,3,1,1,0,1,0,1,0,1,Take linemate
11,0,3,2,0,1,0,1,1,1,0,0,1,1,1,Take linemate
1,3,1,2,2,1,0,0,0,0,0,0,1,0,1,Find food
11,2,2,2,3,1,2,1,1,0,1,1,0,1,1,Take sibur
11,0,1,2,0,3,3,1,0,1,0,0,0,1,1,Take deraumere
7,2,2,2,3,3,0,0,0,0,1,0,1,1,1,Take sibur
2,3,3,0,3,2,1,1,1,1,0,1,1,1,1,Take food
9,3,1,2,0,2,1,0,0,1,1,1,0,1,1,Take deraumere
3,2,3,3,1,2,3,0,1,1,1,1,1,0,1,Find food
7,3,1,3,2,2,3,0,1,1,0,1,0,1,1,Take deraumere
13,1,0,3,1,1,3,0,1,1,0,0,0,1,1,Take deraumere
3,0,2,0,0,3,2,1,0,1,1,0,0,1,1,Take food
2,1,2,0,3,0,1,0,0,1,1,1,1,1,1,Find food
10,0,0,0,2,0,3,0,0,0,1,1,1,0,1,Take sibur
2,0,2,0,1,1,0,0,1,1,0,0,1,0,1,Find food
9,1,1,1,2,0,3,1,1,1,1,0,1,1,1,Take deraumere
1,3,3,1,2,2,0,1,0,1,0,0,0,0,1,Take food
12,2,1,3,3,0,1,0,1,1,1,0,1,0,1,Take deraumere
15,3,0,0,2,0,1,0,0,0,0,0,0,1,1,Take deraumere
8,2,3,0,1,1,0,0,1,0,0,0,0,1,1,Find food
9,1,0,2,0,2,1,0,0,1,0,1,0,1,1,Take deraumere
2,1,0,2,2,2,1,1,1,0,0,1,0,1,0,Take food
14,2,3,2,1,3,0,1,1,0,1,0,0,0,1,Take sibur
7,3,1,2,0,2,2,1,0,1,0,1,1,1,1,Take deraumere
5,2,2,0,1,3,0,1,1,1,1,0,1,0,1,Take food
12,3,2,1,2,3,0,1,1,0,0,1,1,0,1,Take food
13,1,2,3,2,0,0,1,1,1,0,1,0,0,1,Take food
12,0,0,1,0,2,2,0,0,1,1,1,1,0,1,Take deraumere
15,1,0,0,3,3,3,1,1,0,0,0,1,0,1,Take food
1,1,3,3,3,2,2,1,0,0,0,0,1,0,1,Take food
15,1,0,3,2,2,2,1,0,1,1,0,1,0,1,Take deraumere
14,0,3,1,3,0,0,0,0,1,1,1,0,0,1,Take sibur
10,3,2,1,0,2,2,1,0,1,0,1,0,1,1,Take deraumere
9,1,3,1,2,0,1,0,0,0,0,0,0,1,1,Find food
15,3,0,2,1,2,1,1,1,0,0,0,0,1,1,Take food
1,1,3,3,2,2,1,1,0,0,0,1,0,0,1,Take food
5,1,1,0,1,0,3,1,1,0,1,0,1,0,1,Take food
8,3,0,1,0,0,2,0,1,0,0,0,1,1,1,Take phiras
4,2,2,0,0,0,3,0,0,0,0,0,0,0,1,Find food
5,2,3,0,1,1,2,1,0,1,0,0,0,0,1,Take food
1,3,2,3,2,1,3,1,0,1,0,1,1,0,1,Take food
13,2,0,0,2,3,3,1,1,1,0,1,0,1,1,Take deraumere
11,0,0,1,2,3,0,1,0,0,0,0,0,1,0,Take food
14,0,1,3,0,1,1,1,1,1,0,0,0,1,1,Take linemate
8,2,1,2,1,0,1,1,0,1,1,1,1,0,1,Take deraumere
5,1,0,3,0,2,2,0,0,1,0,0,1,1,1,Find food
4,1,1,1,2,3,0,1,1,1,1,1,0,0,1,Take food
8,2,0,3,3,0,0,1,1,1,1,1,0,1,1,Take deraumere
12,1,2,2,3,2,1,0,1,1,0,0,1,0,1,Find food
5,2,3,1,2,0,3,0,1,0,0,0,1,0,1,Find food
4,1,0,2,0,3,1,1,0,1,1,1,1,0,1,Take food
15,3,1,1,3,3,1,0,1,0,1,1,0,1,1,Take sibur
15,2,0,1,1,1,1,0,0,0,1,1,0,1,1,Take sibur
8,1,1,0,0,1,0,1,1,0,0,1,0,0,1,Take food
9,3,2,1,2,1,1,0,0,1,1,0,1,0,1,Take sibur
3,2,3,3,2,2,3,0,1,1,0,1,0,1,1,Find food
6,0,0,0,1,3,3,0,1,0,0,0,0,0,1,Take linemate
5,0,2,2,0,1,3,0,0,1,1,0,0,1,1,Find food
7,0,0,2,0,3,0,0,0,0,1,0,1,1,1,Take sibur
15,2,3,2,2,2,3,0,0,0,1,1,1,0,1,Take sibur
10,0,0,1,3,2,3,0,1,1,0,1,1,1,1,Take linemate
2,1,2,3,2,3,1,1,1,0,0,1,0,1,1,Take food
2,3,0,2,0,3,1,1,1,1,0,1,1,0,1,Take food
1,2,3,0,1,2,2,1,1,1,0,0,0,1,1,Take food
3,3,3,3,1,0,3,1,0,1,0,1,1,1,1,Take food
2,1,1,1,2,2,2,0,0,0,1,0,1,1,1,Find food
9,2,2,3,3,1,2,1,0,0,0,1,1,1,1,Elevation
7,3,2,0,3,0,3,0,0,1,1,0,1,0,1,Take sibur
12,2,1,2,1,1,1,0,1,1,0,0,1,1,1,Take deraumere
13,1,2,3,2,0,3,0,0,0,0,0,1,1,1,Take phiras
1,3,0,1,1,3,1,1,0,0,1,0,0,0,1,Take food
1,1,2,1,1,3,1,1,0,1,0,1,1,1,1,Take food
11,0,3,1,1,1,3,1,0,0,0,1,0,0,1,Take food
14,0,3,3,1,1,1,0,0,1,1,0,1,1,1,Find food
11,3,0,3,0,2,3,0,1,0,0,1,1,0,1,Find food
8,1,1,1,2,1,3,0,1,0,0,1,0,0,1,Find food
10,2,3,1,3,1,1,0,1,1,1,1,1,0,1,Take sibur
13,0,2,1,1,2,3,1,1,0,1,0,1,0,1,Take linemate
7,2,3,2,3,2,0,0,0,1,0,1,0,0,1,Find food
2,3,0,2,3,1,1,0,0,0,1,0,0,0,1,Find food
2,2,2,0,3,2,2,0,1,1,0,0,1,1,1,Find food
7,2,1,2,0,1,1,1,0,1,1,1,1,0,1,Take deraumere
8,2,1,0,0,0,1,0,1,0,0,1,0,1,1,Find food
9,2,1,1,1,3,2,1,1,1,1,1,0,0,1,Take deraumere
13,1,0,1,1,2,0,0,1,0,0,0,0,0,1,Find food
7,0,2,0,0,2,3,0,0,0,0,1,0,1,1,Find food
12,3,3,1,1,0,3,0,0,1,0,1,0,1,1,Find food
1,0,0,2,1,0,0,0,1,0,1,1,0,0,1,Find food
2,3,2,1,2,0,2,1,1,1,1,1,1,0,1,Take food
