mfood,mlinemate,mderaumere,msibur,mmendiane,mphiras,mthystame,lfood,llinemate,lderaumere,lsibur,lmendiane,lphiras,lthystame,enemy,response
7,1,0,0,0,0,1,1,0,0,0,0,0,0,1,Elevation
3,1,1,0,0,1,0,1,1,1,1,0,1,1,1,Take food
3,1,1,0,1,1,1,1,1,1,0,1,0,1,1,Take food
8,0,0,0,1,1,0,0,1,1,0,0,1,1,1,Take linemate
13,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Take phiras
13,1,0,0,0,0,0,1,1,1,1,1,1,1,1,Elevation
2,1,0,0,0,1,0,0,1,1,1,1,1,0,1,Find food
7,1,1,0,1,0,1,1,1,0,1,1,0,1,1,Elevation
13,0,1,0,1,0,0,0,0,1,0,0,1,1,1,Take deraumere
9,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Take linemate
7,0,1,1,0,1,1,0,0,0,1,0,1,0,1,Take phiras
10,1,0,0,1,1,0,0,1,1,1,0,0,0,1,Elevation
8,1,0,1,1,1,1,1,0,1,0,1,1,1,0,Elevation
15,1,1,0,1,0,0,0,1,1,0,0,0,1,1,Elevation
2,1,0,1,0,0,1,1,1,1,0,1,1,0,1,Take food
5,0,1,0,1,0,0,1,0,1,1,0,0,1,1,Take food
5,0,1,0,1,1,0,0,1,1,1,0,0,0,0,Find food
13,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Elevation
9,0,1,1,0,1,1,0,1,0,0,0,0,1,1,Take linemate
12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Take 
8,1,0,0,1,0,0,1,1,1,1,1,1,0,0,Take food
12,1,1,1,1,1,0,0,0,0,1,0,0,0,1,Elevation
15,0,0,1,0,0,1,1,1,0,1,0,0,1,1,Take linemate
1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,Find food
1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,Take food
2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Find food
5,0,1,1,1,0,0,0,1,0,0,0,1,1,1,Find food
5,1,0,1,1,0,1,1,0,0,0,1,0,0,1,Take food
15,1,0,1,0,0,1,1,0,1,1,1,1,0,1,Elevation
6,1,1,0,1,0,0,0,0,0,1,1,1,0,1,Find food
7,1,1,1,1,0,0,1,1,1,0,1,0,1,1,Elevation
7,0,1,0,0,0,0,0,1,1,0,0,1,0,1,Take linemate
13,0,1,1,0,0,0,1,1,1,1,1,1,0,1,Take linemate
13,1,1,0,1,0,0,1,0,0,0,0,1,0,1,Elevation
9,0,0,1,0,0,1,1,0,0,1,0,1,1,1,Take phiras
3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Find food
15,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Take deraumere
11,1,1,0,0,1,0,0,0,0,1,1,0,0,1,Elevation
7,0,1,0,1,0,0,1,1,1,0,0,1,1,0,Take linemate
1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,Find food
10,0,0,1,0,1,1,0,1,0,1,1,0,0,0,Take linemate
9,1,1,1,0,1,1,0,1,0,1,1,0,1,1,Elevation
10,0,1,1,1,0,1,1,1,1,0,1,0,0,1,Take linemate
14,1,1,0,1,0,0,1,0,1,0,0,0,1,1,Elevation
12,0,0,0,0,1,1,1,0,0,1,0,0,0,0,Take sibur
2,1,0,0,1,1,1,1,1,0,0,1,0,0,0,Take food
7,0,1,1,0,1,1,0,1,0,1,1,1,0,1,Take linemate
7,1,0,1,1,0,0,0,1,0,0,1,1,1,0,Elevation
1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,Find food
4,0,0,0,1,0,1,0,1,1,1,1,1,1,0,Find food
8,0,1,0,0,1,0,1,1,1,0,1,0,0,1,Take linemate
7,1,0,1,1,0,0,0,0,0,1,1,1,1,0,Elevation
11,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Take sibur
1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,Take food
10,1,1,1,1,0,1,1,1,0,0,1,1,0,0,Elevation
7,0,1,1,0,0,1,1,0,0,1,1,0,0,1,Take food
6,1,1,1,1,0,1,0,0,1,1,1,0,1,0,Find food
4,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Take food
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Take food
3,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Take food
9,1,1,1,1,1,1,0,0,1,0,0,1,0,1,Elevation
11,0,0,1,1,0,0,1,0,0,0,1,1,0,1,Take food
7,1,0,0,0,1,0,1,1,1,1,1,0,0,1,Take food
6,0,0,1,0,0,0,1,0,0,1,0,0,1,1,Take food
15,0,1,0,0,1,1,1,0,0,1,0,1,0,0,Take sibur
